ID,pca1,pca2,cluster,Income,Recency,MntWines,MntMeatProducts,Kidhome
2261,-3.6274654972610585,-1.4453654763223616,0,26304.0,5,4,5,1
5346,-3.00782726957272,-0.4210737082904163,0,23559.0,87,25,19,1
4119,-0.5458288271335634,-1.6103947467654758,0,38620.0,56,112,44,0
535,3.236640853609566,-0.8060349073710921,1,81361.0,18,163,424,0
5268,-3.421710961429594,0.34423579115923836,0,29440.0,95,17,14,1
273,-2.2827422819130145,1.37393564969045,0,36138.0,48,130,16,1
4452,0.5736050291790986,0.4616319961705181,2,50388.0,3,292,37,0
8504,4.6403115040116605,-2.474413712348829,3,79593.0,70,350,568,0
771,-1.5446297471538466,-0.8421810565531889,0,54178.0,79,135,39,0
8996,-0.41414534114388846,5.701406798591112,2,51381.5,4,230,192,2
9235,-3.659733454752873,-0.39125865254927644,0,51381.5,45,7,8,1
5798,1.443976261205297,-2.0313199294999773,1,51381.5,87,445,359,0
11178,-3.303601441431245,-1.5737819610368031,0,42394.0,69,15,10,1
2230,-2.997723911220912,-0.86929628045317,0,23626.0,84,27,14,1
7516,-3.2461197932141808,-1.7745775933561783,0,30096.0,30,5,11,1
7247,0.8291288683309485,2.566714229891732,2,47916.0,72,505,26,0
11100,-3.221792078967689,0.36155209764026863,0,51813.0,37,51,7,1
4646,4.292083835010248,-0.5991457722975728,1,78497.0,44,207,447,0
3037,0.3038859973633269,-0.8382164798206744,2,50150.0,32,135,92,0
1473,-2.619200143506417,0.05913781149161362,0,47823.0,0,53,5,0
1016,-2.8172345827988745,-0.41332882891198514,0,34554.0,43,41,6,0
4518,4.7293313760458195,1.6480677773611487,1,85693.0,59,386,183,0
9370,2.3032830693148503,-0.5492945258971732,1,65846.0,68,562,276,0
8908,3.2169594682204403,-1.9317878946263263,1,87195.0,35,217,690,0
8373,-3.425870367689089,-1.8488817713859602,0,24594.0,94,1,6,1
7533,-2.420188056400902,1.4466414912079133,0,49096.0,15,144,32,1
2683,2.3381844345963936,3.3682124572749332,2,52413.0,56,295,271,0
3629,-2.522257073620725,-0.5240763751475404,0,38557.0,17,76,31,1
10991,2.0991831304747106,-1.3508359982681306,1,89058.0,18,454,106,0
5077,2.853620338620881,0.8324549309187814,1,77298.0,46,425,292,0
7431,3.5428676440643034,-0.25745282144655307,3,68126.0,40,1332,311,0
3267,0.6850273553125343,1.6217774886843996,2,57288.0,27,527,21,0
999,4.010268623506328,-1.1097737920813504,3,86037.0,95,490,125,0
9215,-0.3639364047251574,1.5867169287653557,2,43974.0,19,378,101,1
2286,-2.87752585627186,0.3316885144549602,0,50785.0,27,64,21,1
1592,5.64162803244806,-4.373653321846012,3,90765.0,25,547,812,0
367,0.6634394420089728,1.5244941041336306,2,36550.0,74,47,94,1
5234,-3.2362532913261113,-0.010499088742745208,0,30753.0,85,12,25,1
9862,-3.2711531031846603,-1.1425077160942498,0,21918.0,37,1,7,1
9805,1.265293762002734,1.8533306265852032,2,56129.0,65,320,133,0
6205,-2.7003442514960327,-1.1406846713777485,0,32557.0,13,34,29,1
8442,-4.201807284955136,-0.8150661151963459,0,19510.0,63,9,7,2
7386,-3.3497552118178375,-1.3381739256069058,0,30992.0,83,17,14,1
7215,6.597381865808468,-1.6642308065256015,3,101970.0,69,722,102,0
1491,1.2606137253654859,-0.866392090751838,1,71488.0,87,162,124,0
11071,4.894390004621205,-2.453741229578886,1,79607.0,37,450,951,0
3381,-2.988206591523346,0.24963251253341232,0,54348.0,51,70,16,1
8268,-0.6332693903487656,1.483776381126079,2,51381.5,23,352,27,0
11051,0.4194335279853071,2.2890684285520346,2,77376.0,72,492,110,1
8026,0.6927780823660873,1.3864550514854734,2,62998.0,10,120,73,0
433,-0.161223993680824,3.849628758693938,2,61331.0,42,534,47,1
9597,2.0600734222851527,-0.49393059548696766,1,73448.0,10,236,189,0
1295,1.5526456823445471,0.7598622398205547,2,51381.5,96,231,196,0
5290,-2.061191083871469,2.2640698164591577,0,41551.0,51,220,33,1
1685,3.7393454178364496,-0.437393610814479,1,62981.0,21,796,590,0
5342,-3.5806797130505403,-0.7245874625607858,0,9548.0,31,0,3,1
9579,-3.78023514808553,1.4137532241664446,0,33762.0,61,53,34,2
7660,-3.106411508895823,-1.0242596848255971,0,35860.0,37,15,8,1
1461,-3.4454801191560738,0.3741150281540054,0,36921.0,74,17,12,1
821,4.8170287230209965,-0.9545614832798275,1,92859.0,46,962,921,0
11084,1.0692540644127255,0.5375647646485447,2,65104.0,4,738,232,0
8690,3.8930090629313505,-0.378821974766892,1,86111.0,73,399,756,0
2937,1.8167956988159446,2.1529974578977273,2,68352.0,47,614,132,0
9701,-1.297803350592081,-0.28767389407167854,0,41883.0,13,32,41,1
9949,0.04778754591445051,2.2693437808517176,2,59809.0,36,598,141,0
10837,-2.8828027235449287,-1.307220276910254,0,23957.0,47,2,18,1
3120,-3.67265030452074,-1.401327921826726,0,38547.0,49,6,10,1
5885,-2.9817099542551855,3.1257766603453208,0,35688.0,94,73,90,2
4050,-1.6172757024373263,-2.294455351796135,0,49605.0,65,42,29,0
3830,-0.26846303519758885,1.306948246265385,2,59354.0,59,295,78,0
7987,0.3984778054975945,1.4718697580106699,2,65747.0,96,346,48,0
7798,-0.43636572673569063,1.8527577236627846,2,46344.0,28,233,57,0
92,-2.683285334496685,-0.7486870405367122,0,34176.0,12,5,24,1
7055,2.136032044798277,2.938953139001476,2,61010.0,57,888,57,0
10240,4.248215452587573,-0.6054798904993045,3,69372.0,10,997,269,0
3025,-1.0715612130293244,1.3004370155136027,2,49967.0,4,212,69,0
9283,-3.7740516536295172,0.2565429426660093,0,60199.0,49,8,7,1
9970,-1.5812188322258132,-1.1528908827983755,0,55375.0,3,42,57,0
2730,3.1051707983001346,-1.2954091495636149,1,80317.0,64,536,387,0
2795,-4.504590624142772,0.3856071815281247,0,30523.0,0,5,3,2
9260,3.932052117010074,1.931346624586202,1,70356.0,20,1349,249,0
8182,-2.926245300300002,-0.25818494838907774,0,23228.0,91,53,49,1
10095,2.353452339254357,-0.5346012825455733,1,74165.0,9,1001,240,0
8475,4.281681467143044,2.2519357645384384,1,117416.25,98,20,1582,0
4370,-3.640824305047612,1.03942377800694,0,43482.0,83,18,32,2
10573,1.326495281444061,-1.1705477247018112,1,62551.0,27,125,98,0
3712,-0.38393064726010745,-1.3167264170154112,0,52332.0,63,212,33,0
6637,3.0663808368401533,-2.4616998432389394,1,66951.0,46,277,305,0
3152,-3.089878710478995,0.3349093952488162,0,26091.0,84,15,19,1
5610,-3.660225402143412,-0.08405546765459672,0,33456.0,58,7,10,1
6460,-3.1885422990707832,-0.9042268392570064,0,28718.0,78,12,6,1
1349,-3.045793985657621,-0.7632840733343437,0,50447.0,4,85,24,2
1880,-2.9355868872494897,0.09299798520300219,0,53537.0,17,81,6,1
641,-1.9042446807333915,-1.2962268969036683,0,52074.0,77,59,12,0
8717,4.771376799119316,2.191322138366682,1,80427.0,56,1149,449,0
10314,5.779627312808826,-0.2540050768989062,3,83837.0,79,847,119,0
10854,-3.513385299605943,0.040856639097695366,0,38853.0,90,29,14,1
10492,-4.305383791588751,-0.6525771952785502,0,38285.0,96,2,5,2
6935,4.292083835010248,-0.5991457722975728,1,78497.0,44,207,447,0
7698,-1.7914340128405284,-0.47714531042047353,0,51650.0,81,152,22,0
3559,-3.1838584555556575,-1.206450600004216,0,16248.0,77,12,10,1
10562,2.9613226539801905,0.46119847531824826,1,66835.0,21,620,195,0
10796,-3.218820758384682,-1.7542719000556806,0,30477.0,16,47,6,1
2563,-2.528235922160976,-1.9673984867873058,0,28249.0,80,1,7,0
3518,-3.430070969475233,-1.1153997696830695,0,25271.0,45,10,18,1
5823,-2.8901013520997667,-0.7277664340713476,0,32303.0,63,35,2,0
3934,0.45282799499277543,1.3935146884788512,2,61286.0,34,356,107,0
6982,4.287667653961797,-0.8417469149721422,1,74068.0,14,783,537,0
6431,-3.242625109173716,0.4958844554258038,0,45759.0,13,42,18,1
9733,-2.8360070302611198,-1.7057722677911018,0,24882.0,52,1,10,1
5602,4.4969628762533755,0.12473110620349959,1,66973.0,98,466,432,0
7829,-2.7972856734765226,-0.3839718731780568,0,36640.0,99,15,8,1
1324,-2.829772233645629,-0.7508456201105244,0,38872.0,93,23,21,1
326,-1.6222091963589786,1.837922402660934,2,51148.0,38,235,45,1
7224,-3.768749579370205,-0.06420567019175745,0,31353.0,24,10,10,1
6999,1.891314392978076,-0.19907519841886492,1,69661.0,80,656,106,0
9938,4.424828477189947,-2.4561154104660514,3,80067.0,82,519,813,0
6422,3.7220137584836888,-1.0957373284395693,1,86718.0,20,344,482,0
3182,-1.7453468412900999,1.4606797721372067,0,46854.0,81,96,79,1
7300,0.6664649003088476,1.4447232845039468,2,69142.0,50,448,34,0
10424,3.7316440602124747,-1.8752445342427555,1,75922.0,60,265,553,0
8727,3.181539355599777,2.50381838510588,2,63693.0,63,587,337,0
2798,6.876982271517503,-1.7186368268460968,3,102160.0,54,763,138,0
1030,-3.5538903017965873,0.19553777962450997,0,40637.0,72,22,13,1
624,-2.49641083043625,-2.7057805300969386,0,18890.0,5,6,1,0
5176,-3.1844123429552504,-1.7925626424666212,0,29604.0,88,7,13,1
5552,-1.5133851966175633,2.0534238543149717,2,48721.0,50,81,113,1
868,-2.7314415923560866,-0.8099670503544664,0,44794.0,99,54,7,0
380,4.54005276188474,3.6934873895693427,2,64497.0,17,1170,320,0
2677,-1.0685117603538323,0.9683487939412108,2,46097.0,11,72,68,0
6521,2.707268926877743,-1.1079357511151129,1,77972.0,18,613,319,0
6927,-1.9834852993231016,3.2932023666249237,2,44377.0,70,224,30,1
2877,-0.6163364155538709,4.286869077407295,2,46014.0,21,410,59,1
0,3.0777189606476014,-2.0791060624073743,1,70951.0,66,239,554,0
1584,-0.6883505349569555,1.4799487581696675,2,41443.0,79,171,171,1
7264,-4.40381797438539,-0.052268881908840666,0,52195.0,2,12,4,2
6274,5.349233424921219,-0.787416197573761,3,83790.0,81,1076,417,0
1377,-1.3726451790396728,0.7939277596627654,0,44551.0,24,182,33,0
454,2.568106879175699,2.1716500540902697,2,69508.0,48,824,162,1
1755,-2.5510404223903214,-2.193676397321675,0,45204.0,93,30,25,1
2075,1.840348879910518,-1.8819476245904574,1,72460.0,56,377,540,0
4785,0.82938169538594,2.232690564918478,2,77622.0,3,520,154,0
9076,-2.3932865533801495,0.4377748129883905,0,30732.0,44,155,25,1
7079,3.205702278774003,4.024225082062929,2,63887.0,38,897,207,0
4653,-2.291877041780685,0.25284857515996323,0,42011.0,46,131,16,1
7375,0.07344104326809338,1.793704475606339,2,51369.0,84,297,79,0
709,0.9529022057302932,1.9452677349894711,2,51537.0,27,787,204,0
460,3.6922971751195948,-1.4549438049114656,1,79930.0,72,792,740,0
3726,-3.6743571614533677,-1.7463342716985135,0,34320.0,66,4,9,1
6798,-0.96999999056587,3.4531643076022793,2,37070.0,30,231,137,1
5341,3.853293510208059,-0.5867715246672479,3,81975.0,2,983,184,0
1606,-3.4671919003434666,-1.2821808608043264,0,38590.0,65,3,8,1
9617,-2.8184593888012066,-2.3729775595035836,0,15033.0,37,0,5,0
3233,2.8139201683628876,2.491700869581079,2,62745.0,89,562,464,0
89,-3.02035401610925,-1.100482998350662,0,22212.0,49,5,20,1
2936,-3.603343184514683,-1.623609933704962,0,23661.0,46,18,4,1
9449,0.9085665703194488,0.8240027746260852,2,79761.0,32,415,124,0
7297,-3.0898479145803415,-0.26527295261434575,0,7500.0,54,5,10,1
11004,-2.542738127707186,-0.39980159649635943,0,60182.0,23,8,5,0
313,5.8911817602516825,-1.2259298973397363,1,73455.0,98,901,757,0
9940,2.0862173032699656,0.2641642407729404,1,64961.0,97,382,276,0
10735,-3.598849195668918,-1.0167692254883018,0,22804.0,75,14,7,1
9529,5.835506162312583,-2.5034986059771787,1,73687.0,8,559,503,0
6439,2.5878600917214354,4.680954942974303,2,61074.0,37,789,133,0
7411,-3.754275413556055,-0.24006471938955773,0,31686.0,31,11,5,1
2176,4.259844629858161,-1.8125645474556258,3,80134.0,40,1218,272,1
9265,2.9361014253869526,1.834473629382016,2,75027.0,74,925,179,0
8867,5.2956707864061245,-1.2964397617078003,1,67546.0,90,864,768,0
8932,3.609561824668962,2.3516274696438213,1,65176.0,57,960,183,0
10236,-3.1856256047490352,-0.8705226385011424,0,31160.0,59,16,25,1
6340,-3.4136564133130394,-1.4954411746589604,0,29938.0,52,3,7,1
10089,8.390505862629126,-2.50812897618452,3,102692.0,5,168,444,0
2227,-1.2000507813608872,-0.652550145406168,0,26490.0,92,45,52,0
10992,1.815468077154346,3.3103376187087052,2,75702.0,77,650,353,1
5304,-3.3129649413870577,-1.0044451842356965,0,30899.0,35,24,8,1
309,1.6555242992363604,1.8447013131719119,2,63342.0,48,918,118,0
3406,-0.5855673232906687,0.8803232328182491,2,45989.0,97,138,87,0
2661,-3.3281079446852213,0.8260290578250983,0,18701.0,95,12,2,1
3153,-4.4365392974196,0.3971186500660377,0,40737.0,24,11,4,2
10264,-3.0551446637888904,-1.476870347218994,0,15287.0,60,1,8,1
1184,1.366395229953217,3.6094372507289614,2,69674.0,46,554,215,0
4200,-1.6031551436021363,-0.09765972903500016,0,44159.0,85,167,62,1
9396,-3.5058877589570026,-1.0957581249520587,0,37717.0,31,9,6,1
2387,-1.7224958826329944,2.608982066527859,2,43776.0,9,177,71,1
6690,-2.9108386508046786,1.279341191450793,0,38179.0,30,38,22,1
1225,4.814478302772274,-2.0195646293944174,1,80124.0,47,483,398,0
9703,-2.1730924555006585,0.9020437913571276,0,38097.0,70,77,35,1
291,2.618777012066656,-2.285331686489326,1,72940.0,13,182,298,0
4557,-2.9929108445553787,-1.0714836617520849,0,22070.0,11,10,19,1
2379,3.190734072072129,-0.6662032284163972,1,69267.0,31,778,499,0
5726,-2.966499376263482,-0.8855307146390644,0,31788.0,15,16,23,1
3066,-1.3920591226676629,-0.05718732086406408,0,61905.0,2,167,43,0
6336,-3.298211071481874,0.7074135830501056,0,29315.0,55,13,14,1
10967,-3.1028937994166728,0.9051134040077503,0,33378.0,38,33,40,1
2304,1.3003802112541534,1.6840672477338285,2,66313.0,86,625,99,0
3445,3.800162961844388,0.33785792226745254,1,60714.0,56,216,224,0
7828,1.725674095123356,-3.021891561689796,1,77882.0,29,68,396,0
3762,2.992100531766021,-2.6894303331599696,1,69867.0,30,196,512,0
4391,1.7206473581946085,2.0908987638619907,2,63841.0,64,635,100,0
4669,-2.5961419927207134,-0.3976585945685014,0,24480.0,46,4,9,1
10144,0.07344104326809338,1.793704475606339,2,51369.0,84,297,79,0
8652,-0.4034409918328046,-0.13376465238657503,0,37760.0,20,84,38,0
1672,-0.028161139334192183,-0.1028187773280896,2,65640.0,74,204,149,0
8962,-3.4005451820449815,-0.2964937719261571,0,44319.0,18,26,8,1
9974,-2.948482851164707,-1.0375995123753532,0,30631.0,75,15,20,1
10983,3.526211978843114,0.06529036674973462,1,75278.0,17,304,230,0
8148,1.7042563154032606,5.2756175755174555,2,50898.0,88,285,242,1
10102,4.951119041030335,-1.7055646086079654,1,79946.0,19,395,565,0
4697,-0.5815985737480686,0.718692750038581,2,35416.0,62,248,81,0
9262,-2.420066609336095,-2.392284596673816,0,32414.0,11,20,5,0
7254,-2.540182652591984,-0.5085531240429756,0,38361.0,74,39,56,1
4543,5.892712304483846,-2.0334232310032485,3,82497.0,32,777,573,0
4927,-3.843127049433071,0.15454088193142332,0,16626.0,76,8,22,2
10451,-3.7857706418985497,-0.3152006179770134,0,29672.0,6,9,3,1
2926,3.0982306741037613,1.9898519218056943,2,55951.0,62,1241,80,0
2874,-3.332696539734422,-1.4838387811366651,0,35388.0,20,6,7,1
9738,-2.849270587362354,-0.8709452558046086,0,42386.0,43,65,16,1
7119,0.9624048495998494,-2.118295150039865,1,68627.0,45,395,263,0
3924,2.065601370155298,2.7799085907168855,2,57912.0,34,801,80,0
5827,-3.0351044106548084,0.7719737295700471,0,35246.0,53,36,12,1
5596,0.9386832453465499,1.8148531546156736,2,58821.0,44,513,154,0
10812,-2.738430583489955,-1.794870776933232,0,46377.0,89,37,46,1
1717,-1.8118321607833836,-0.23903003718070584,0,39747.0,43,80,93,1
9491,-2.961145393260731,-0.6480948223608961,0,23976.0,68,14,21,1
9274,5.4920076318922915,-1.4006532191428251,1,80950.0,44,525,112,0
6609,-1.9135469218386418,-1.1089325103433112,0,27038.0,64,1,25,0
6963,2.9898793004601902,-2.09314273432157,3,77457.0,85,675,400,0
4440,0.5758187947285721,1.3379421238603886,2,64100.0,93,509,27,0
1379,-1.2110998684344838,-1.645304753693757,0,42670.0,12,154,46,0
10032,-3.0167980777671652,-0.44853682663111666,0,12571.0,86,3,14,1
2826,-4.314285423805187,0.7411298906597262,0,22574.0,28,25,8,2
2437,5.227367003083052,-1.352132346386694,3,51381.5,69,861,461,0
6320,3.634021447226333,-0.37855084304560443,1,70893.0,42,768,561,0
3050,-1.983646562049463,1.5619469940343493,0,54198.0,13,185,28,1
231,-3.5334881119397465,0.03590038425128368,0,28839.0,86,24,7,1
2392,-3.0889336266714666,0.4715633936998254,0,40321.0,59,44,21,1
9478,-0.16891693247203374,-0.5049923399653184,0,66503.0,30,91,128,1
113,-3.5598671659358034,0.10385795029354954,0,30833.0,33,11,7,1
2863,1.305780824644452,2.6310773368898626,2,51381.5,67,738,172,1
1802,1.152488493660825,1.1718573725760544,2,64795.0,23,412,119,0
520,-3.4599004852774873,-1.4966781985147486,0,34421.0,81,3,7,1
8275,-3.7281462747222984,-0.42078200018154294,0,47025.0,6,16,3,1
9750,2.293400479525951,2.6772868155286784,2,64325.0,41,731,353,0
2607,0.4570464045772787,3.400679003737571,2,40464.0,78,424,118,0
7214,2.5058086989708195,-0.6854293474861204,1,62187.0,49,792,275,0
5835,-3.242431329117605,-0.42938259008899277,0,14849.0,39,21,28,1
3896,-3.517341757898288,-1.659677057813643,0,27255.0,3,22,11,1
10350,-3.8578963751787145,0.2886445270306183,0,54432.0,37,33,5,2
7786,-2.5041150724904795,0.05511774523063097,0,29999.0,22,68,59,1
2861,-3.70391259719899,-1.4130032314585184,0,24072.0,79,9,6,1
663,-2.429876049132669,-2.490723519639103,0,33996.0,46,40,15,0
10675,1.4981163950343013,1.557686834981138,2,66334.0,82,909,218,0
2521,-2.74926544084063,-1.73162323048787,0,35178.0,10,23,13,1
9592,-3.413181104467661,-0.9003870352792194,0,22010.0,51,11,9,1
10151,2.471166623255542,2.3056534910012907,2,62204.0,38,317,247,0
7381,6.257881169193157,-1.8436321497137769,3,75693.0,10,797,293,0
4099,-3.2345853542439675,-1.0245605951989056,0,30675.0,14,10,16,1
9560,5.050006896791696,-1.1464627388333273,3,83003.0,18,856,570,0
1150,5.582660519316261,-1.9067101189170599,3,83532.0,36,755,562,0
10172,3.734988952340794,-0.9603265790851907,1,68655.0,95,456,832,0
11191,-1.818987534316272,-2.017169982472749,0,41411.0,11,37,38,0
9707,2.159715902713712,1.5105175163217903,2,55212.0,65,1103,45,0
6245,0.2937192892102714,0.8336257001942565,2,59292.0,71,378,68,0
8234,-3.2214185324013664,-1.9233491136678742,0,27190.0,13,1,7,1
1411,3.19141183814588,-1.8438980522732296,1,82623.0,58,204,204,0
8553,-3.4589819541632454,0.08207548253595617,0,44300.0,65,30,9,1
1826,3.9084699541983325,-2.429989384894211,1,84835.0,0,189,379,0
8842,-3.452957133461774,0.7243928325680011,0,30372.0,33,15,12,1
11030,-3.3197200822991366,-2.1476330698762416,0,33181.0,90,9,3,1
2579,1.9204199672146753,1.9873357383275894,2,71113.0,95,495,255,0
175,4.111821921028942,-0.8032873839785273,3,71952.0,93,656,455,1
9185,1.715011798359107,-1.0606242789120686,1,69759.0,38,452,514,0
11056,2.707198615327507,-1.3372889791291218,1,72099.0,18,546,410,0
9365,1.5384633373454428,2.8818892988783302,2,60000.0,57,1048,217,0
6201,-3.5935626147903403,0.18679977619775726,0,38643.0,45,22,14,1
2061,-1.7928405835292194,-0.32227819016719245,0,50737.0,61,78,11,0
6184,3.546621458414774,-2.028284146774916,1,68462.0,6,561,785,0
6142,0.9026120533772987,-0.9293377025068958,1,65073.0,65,629,177,0
4107,-0.6032446108852973,1.939434975026166,2,46681.0,52,269,69,0
7274,6.929007989161813,-1.2995877482760412,1,78618.0,87,736,818,0
9336,0.4852492893350345,1.4125707702992332,2,62187.0,38,512,83,0
2958,-3.4246576288300843,-0.6328151358306943,0,28442.0,53,19,10,2
933,-3.5058877589570026,-1.0957581249520587,0,37717.0,31,9,6,1
5837,-0.6603279865163056,3.296146242578132,2,51479.0,67,247,160,1
10704,0.9307228313831881,1.586151307142509,2,54803.0,65,404,92,0
5125,4.157823944923848,-0.4540594762449928,1,79530.0,64,333,815,0
4432,-3.099263442280565,-0.8558465007745774,0,31615.0,82,2,20,1
5955,4.589479202224568,-1.0290464782752595,1,72025.0,27,833,549,0
2928,0.425433996632616,1.1066861539531987,2,52614.0,63,789,142,0
5680,-3.383021422264433,-1.9215792541778491,0,35684.0,66,10,7,1
10313,-2.0345696428522033,2.5077111594611154,2,48178.0,69,159,45,1
2557,-3.021714937512828,-2.1545203825760333,0,29548.0,52,7,6,1
1245,2.6474337673520356,2.516015333188866,2,63810.0,45,977,253,0
1519,-3.062860021150604,0.688986091711623,0,38578.0,2,38,22,1
10703,-2.755980799662955,1.4991436241726057,0,46098.0,86,57,27,1
1726,-2.1881142752816207,-2.0227983650270307,0,22585.0,23,3,15,0
4459,-3.425750209606187,-1.3235005984332358,0,30279.0,13,10,14,1
1729,2.329699254823571,1.4354771386135923,2,66426.0,14,1043,97,0
1517,-3.2304202502020876,-1.2966805638691334,0,30822.0,92,3,13,1
2098,-4.178404162774022,-0.6343933695239586,0,33581.0,38,11,5,2
9543,-3.745921481522476,-1.8402507745349193,0,19986.0,74,3,5,1
